naics_2007_us_code,wage_offer_from_9089,wage_offer_unit_of_pay_9089,country_of_citzenship,employer_state,pw_level_9089,case_status,class_of_admission
8123.0,11.63,1.0,102,11,2,2,20
611110.0,39750.0,2.0,105,43,0,0,16
541511.0,57000.0,2.0,57,33,0,2,16
814110.0,24773.0,2.0,102,21,2,0,2
339950.0,28000.0,2.0,97,46,0,0,16
541511.0,80000.0,2.0,89,48,1,2,16
721110.0,66248.0,2.0,57,10,1,2,17
54133.0,79269.0,2.0,26,36,1,2,16
541511.0,89794.0,2.0,57,23,3,2,16
561720.0,16474.0,2.0,26,43,0,2,28
611310.0,37648.0,2.0,142,46,0,2,16
532490.0,77500.0,2.0,57,46,2,0,16
541512.0,61214.0,2.0,57,33,0,2,16
611310.0,72000.0,2.0,133,37,0,2,16
541310.0,42000.0,2.0,21,4,0,2,16
812320.0,37045.0,2.0,116,10,2,2,7
541511.0,72675.0,2.0,57,33,1,0,16
541511.0,61214.0,2.0,57,33,0,2,16
238140.0,45011.0,2.0,24,36,3,3,3
512199.0,95000.0,2.0,57,4,2,2,16
523999.0,120800.0,2.0,57,20,1,3,16
541511.0,79206.0,2.0,57,23,2,2,16
541512.0,59114.0,2.0,133,46,1,0,16
541511.0,79206.0,2.0,57,23,2,2,16
541511.0,56350.0,2.0,57,33,0,2,16
72111.0,34008.0,2.0,116,4,0,2,16
424120.0,53000.0,2.0,27,21,1,0,16
453998.0,90106.0,2.0,45,36,3,2,7
541810.0,105000.0,2.0,138,36,2,2,29
61111.0,65104.0,2.0,133,4,1,0,10
622110.0,74859.0,2.0,102,3,1,2,18
561720.0,16474.0,2.0,26,43,0,2,28
541512.0,104500.0,2.0,57,4,3,2,16
561720.0,16474.0,2.0,26,43,0,0,28
541614.0,81910.0,2.0,75,45,2,2,16
561510.0,35651.0,2.0,66,4,1,2,16
722110.0,47133.0,2.0,57,20,2,2,16
238340.0,45261.0,2.0,85,4,1,3,9
712110.0,52395.0,2.0,49,4,3,2,28
541511.0,57179.2,2.0,57,33,0,2,16
621310.0,52000.0,2.0,116,40,0,2,16
722110.0,49213.0,2.0,35,33,2,2,9
541511.0,83658.0,2.0,57,10,3,2,16
56173.0,44554.0,2.0,85,33,2,0,9
81411.0,23462.0,2.0,102,4,1,2,3
541511.0,79206.0,2.0,57,23,2,2,16
523110.0,175000.0,2.0,57,36,3,2,16
523130.0,85197.0,2.0,103,33,1,2,16
722110.0,25230.0,2.0,85,21,2,0,9
814110.0,18034.0,2.0,131,40,0,2,2
561720.0,16474.0,2.0,26,43,0,0,28
334413.0,111738.0,2.0,24,46,1,2,16
561720.0,16474.0,2.0,26,43,0,0,28
541511.0,79206.0,2.0,57,23,2,2,16
541519.0,105000.0,2.0,57,46,3,2,16
561720.0,16474.0,2.0,26,43,0,0,28
722110.0,25230.0,2.0,85,21,2,0,9
541511.0,99653.0,2.0,57,4,1,2,16
51121.0,72696.0,2.0,57,51,0,2,16
722211.0,46072.0,2.0,18,20,3,2,3
541512.0,100500.0,2.0,57,8,3,3,16
334111.0,157643.0,2.0,57,4,3,2,16
541512.0,158000.0,2.0,26,4,3,2,26
221119.0,80.0,1.0,117,4,3,2,16
524113.0,140000.0,2.0,57,36,3,2,16
721110.0,88738.93,2.0,24,20,3,2,16
523999.0,60450.0,2.0,57,20,0,2,16
541511.0,116459.0,2.0,57,23,2,2,16
611110.0,27780.0,2.0,24,13,0,2,16
334111.0,142542.0,2.0,57,4,3,2,16
541330.0,63752.0,2.0,58,4,0,2,16
51121.0,95160.0,2.0,24,51,0,2,16
481111.0,48256.0,2.0,101,46,0,2,16
523110.0,175000.0,2.0,24,36,3,2,16
541511.0,105373.0,2.0,57,33,3,2,16
722110.0,25230.0,2.0,85,21,2,0,9
333415.0,73112.0,2.0,57,52,3,2,16
523130.0,83824.0,2.0,3,24,3,2,16
238210.0,63586.0,2.0,57,52,0,2,16
541512.0,137500.0,2.0,26,4,0,2,22
541511.0,82306.0,2.0,57,48,2,2,16
624410.0,25563.0,2.0,85,36,2,2,9
523920.0,61000.0,2.0,79,33,1,0,16
541330.0,78707.0,2.0,24,4,2,2,16
23622.0,101733.0,2.0,57,20,2,2,16
541511.0,80000.0,2.0,97,8,1,3,16
541310.0,35000.0,2.0,46,45,0,0,16
611110.0,61589.0,2.0,133,4,2,0,16
541213.0,31096.0,2.0,97,48,0,2,1
511210.0,154500.0,2.0,57,4,3,0,16
541710.0,80000.0,2.0,24,9,3,0,16
621111.0,81000.0,2.0,126,4,0,2,16
541511.0,68619.0,2.0,57,23,1,0,16
7221.0,9.2,1.0,102,11,3,2,20
7221.0,9.2,1.0,102,11,3,2,20
7221.0,9.2,1.0,102,11,3,2,20
7221.0,9.2,1.0,102,11,3,2,20
7221.0,9.2,1.0,102,11,3,2,20
722110.0,25230.0,2.0,85,21,2,0,9
722110.0,25230.0,2.0,85,21,2,0,9
315999.0,51000.0,2.0,75,33,0,0,16
722110.0,73965.0,2.0,129,7,3,2,10
541511.0,65582.0,2.0,57,33,1,2,16
423990.0,123760.0,2.0,126,4,3,2,10
541512.0,56500.0,2.0,57,33,0,3,16
51121.0,140000.0,2.0,85,51,3,2,16
523130.0,138528.0,2.0,26,6,3,2,16
51121.0,100878.0,2.0,57,51,1,2,16
311615.0,113360.0,2.0,16,2,3,2,16
541512.0,63502.0,2.0,57,46,0,2,16
334413.0,105040.0,2.0,42,46,0,2,16
524126.0,57803.0,2.0,57,37,0,2,16
5415.0,31.0,1.0,57,21,1,2,16
443120.0,55016.0,2.0,85,46,1,2,16
524126.0,57803.0,2.0,57,37,0,2,16
115116.0,30306.0,2.0,85,10,2,2,9
524126.0,57803.0,2.0,53,37,0,2,16
72211.0,125000.0,2.0,138,35,3,0,16
541330.0,97614.0,2.0,27,10,3,0,16
541910.0,115274.0,2.0,57,40,3,2,16
541211.0,88712.0,2.0,116,21,3,2,7
541512.0,60000.0,2.0,57,33,0,3,16
2361.0,59717.0,2.0,85,4,1,0,9
541511.0,103459.0,2.0,57,9,3,0,16
541519.0,95098.0,2.0,97,20,3,2,16
541511.0,77525.0,2.0,57,15,1,0,16
423990.0,49816.0,2.0,85,4,3,0,9
3344.0,90106.0,2.0,57,46,0,2,16
51121.0,98500.0,2.0,57,4,1,2,16
722211.0,18262.0,2.0,85,4,0,2,9
334220.0,118809.6,2.0,57,4,3,0,35
541511.0,116501.0,2.0,57,33,1,0,16
541511.0,96554.0,2.0,57,48,2,2,16
5416.0,34.0,1.0,57,9,1,2,16
42391.0,59010.0,2.0,116,4,0,2,22
622110.0,142000.0,2.0,129,37,1,2,16
523110.0,117312.0,2.0,57,36,3,2,28
541511.0,89794.0,2.0,57,23,3,2,16
448210.0,95000.0,2.0,57,37,0,2,16
522110.0,100000.0,2.0,93,29,1,2,16
334220.0,79498.0,2.0,26,4,1,2,16
72111.0,35838.0,2.0,24,10,2,0,7
6111.0,63857.0,2.0,66,15,2,0,16
541511.0,72675.0,2.0,57,33,1,2,16
531311.0,166400.0,2.0,85,4,0,2,16
42391.0,49608.0,2.0,116,4,3,2,7
61162.0,26737.0,2.0,105,15,1,2,29
541511.0,103459.0,2.0,57,9,3,2,16
622110.0,19.31,1.0,102,13,0,2,16
443120.0,85000.0,2.0,57,46,1,2,16
54151.0,77854.0,2.0,57,37,2,0,16
561320.0,39.9,1.0,57,23,2,2,16
336350.0,70750.0,2.0,116,10,1,2,16
611310.0,134000.0,2.0,116,23,1,0,16
524113.0,96700.0,2.0,57,4,0,2,16
541511.0,98925.0,2.0,57,29,3,2,16
541618.0,120370.0,2.0,24,40,3,2,16
7221.0,9.2,1.0,102,11,3,2,20
3391.0,92685.0,2.0,57,4,3,2,16
621498.0,67912.0,2.0,26,36,1,2,16
541511.0,92800.0,2.0,57,20,3,2,16
611110.0,41060.0,2.0,133,46,0,2,16
523110.0,103834.0,2.0,57,36,3,3,16
541910.0,115274.0,2.0,57,40,3,2,16
445310.0,38300.0,2.0,116,21,2,0,10
561720.0,16474.0,2.0,26,43,0,0,28
811111.0,36858.0,2.0,35,33,2,2,9
523920.0,122500.0,2.0,57,15,3,2,16
621340.0,36.5,1.0,102,33,0,2,16
561320.0,64.0,1.0,57,23,1,2,16
3329.0,64729.6,2.0,57,37,1,2,16
541511.0,69659.0,2.0,57,23,1,2,16
541511.0,60000.0,2.0,57,45,0,2,16
541211.0,175000.0,2.0,57,33,3,0,16
541511.0,84885.0,2.0,57,33,1,2,10
541512.0,82000.0,2.0,24,51,0,2,16
3399.0,96408.0,2.0,116,4,0,0,7
238310.0,38584.0,2.0,85,33,2,2,3
454111.0,120000.0,2.0,57,4,2,2,16
541511.0,72000.0,2.0,57,33,0,2,16
541511.0,60000.0,2.0,57,45,0,2,16
541519.0,101090.0,2.0,57,33,2,2,16
541511.0,109658.0,2.0,57,15,3,0,16
812112.0,37523.0,2.0,116,36,2,2,10
541511.0,65000.0,2.0,57,51,0,2,16
722110.0,33350.0,2.0,85,4,3,2,9
541511.0,70000.0,2.0,57,10,1,0,16
541519.0,101090.0,2.0,57,33,2,0,16
541618.0,85000.0,2.0,26,40,0,2,16
623110.0,48069.0,2.0,102,4,2,2,3
561720.0,16474.0,2.0,116,43,0,0,28
611310.0,35000.0,2.0,138,4,0,0,16
813110.0,61797.0,2.0,62,36,2,2,3
541511.0,105934.0,2.0,57,4,3,0,16
333618.0,81764.0,2.0,45,33,2,0,7
334220.0,98821.0,2.0,57,4,2,2,35
541618.0,72176.0,2.0,117,9,1,2,16
561720.0,16474.0,2.0,116,43,0,0,28
541330.0,104499.0,2.0,24,51,3,2,39
115210.0,9.5,1.0,138,9,1,0,7
541611.0,102128.0,2.0,57,36,3,2,16
541512.0,146500.0,2.0,133,4,0,2,16
5416.0,80000.0,2.0,57,15,1,3,16
238210.0,68349.0,2.0,116,4,1,2,28
541519.0,70000.0,2.0,57,21,0,2,16
54151.0,76000.0,2.0,57,23,2,2,16
541511.0,89794.0,2.0,57,23,3,2,16
454112.0,118450.0,2.0,62,4,2,2,16
541511.0,77834.0,2.0,59,10,1,0,16
541511.0,87422.0,2.0,57,40,3,2,16
523110.0,200000.0,2.0,57,36,3,0,16
541511.0,95000.0,2.0,57,36,1,0,16
541511.0,88650.0,2.0,57,20,1,2,16
541511.0,87422.0,2.0,57,40,3,2,16
541511.0,123573.0,2.0,57,36,1,3,16
445110.0,54.1,1.0,116,51,0,3,16
541511.0,88650.0,2.0,57,20,1,2,16
423690.0,39500.0,2.0,116,15,0,2,16
541511.0,65395.0,2.0,57,15,1,2,16
722110.0,25000.0,2.0,116,48,3,0,11
623110.0,28579.0,2.0,102,3,0,2,3
3344.0,92331.0,2.0,126,4,1,2,16
722110.0,31886.0,2.0,25,20,3,2,31
541511.0,51900.0,2.0,126,33,0,2,26
6113.0,85675.0,2.0,116,4,3,2,10
623110.0,72800.0,2.0,102,25,0,2,16
5613.0,38064.0,2.0,102,4,0,0,21
541211.0,45198.0,2.0,133,4,3,0,2
541511.0,80288.0,2.0,57,21,1,2,16
541511.0,89794.0,2.0,57,23,3,2,16
54161.0,65000.0,2.0,10,36,1,2,16
541512.0,98987.0,2.0,57,9,3,2,16
523110.0,117000.0,2.0,57,36,3,3,16
621399.0,34715.0,2.0,116,4,0,0,10
334220.0,83907.0,2.0,57,4,1,2,16
523130.0,85197.0,2.0,126,33,1,2,16
541511.0,89794.0,2.0,57,23,3,2,16
812191.0,117400.0,2.0,57,4,3,2,16
722110.0,49774.0,2.0,123,4,2,2,28
311942.0,56170.92,2.0,106,21,0,2,26
713940.0,60882.0,2.0,116,20,0,2,7
541511.0,113485.0,2.0,97,21,3,2,16
541611.0,102128.0,2.0,57,36,3,2,16
812112.0,33072.0,2.0,42,7,2,2,24
541511.0,89794.0,2.0,57,23,3,2,16
522320.0,117707.2,2.0,57,36,3,2,16
541380.0,65221.0,2.0,26,3,1,2,16
541519.0,101090.0,2.0,57,33,2,2,16
61169.0,40950.0,2.0,116,4,0,2,7
541511.0,89794.0,2.0,57,23,3,2,16
541110.0,180000.0,2.0,89,40,0,2,16
517110.0,85363.0,2.0,116,4,3,2,16
7221.0,27600.0,2.0,26,51,3,3,8
541512.0,125000.0,2.0,117,4,0,2,16
7221.0,27600.0,2.0,26,51,3,3,8
511210.0,82306.0,2.0,57,4,1,2,16
441120.0,44512.0,2.0,0,4,2,2,28
54121.0,103834.0,2.0,57,33,3,2,16
522320.0,63752.0,2.0,57,10,0,2,16
611110.0,45940.0,2.0,102,29,0,2,16
523120.0,91062.0,2.0,138,33,0,2,7
334611.0,75000.0,2.0,138,20,3,2,16
561320.0,54.25,1.0,57,23,1,2,16
541511.0,89794.0,2.0,57,23,3,2,16
424330.0,25.93,1.0,116,36,1,2,16
561720.0,16474.0,2.0,116,43,0,0,28
517212.0,71680.0,2.0,57,17,1,2,16
541511.0,72675.0,2.0,57,33,1,0,16
334413.0,141641.9,2.0,26,4,3,0,16
541511.0,92768.0,2.0,57,33,1,2,16
333314.0,110000.0,2.0,45,4,3,2,6
622110.0,230000.0,2.0,97,38,0,0,16
541511.0,110968.0,2.0,57,4,3,2,16
541511.0,79726.0,2.0,57,23,1,2,16
54151.0,105373.0,2.0,57,33,3,2,16
541511.0,84885.0,2.0,57,33,1,2,16
541511.0,100838.0,2.0,57,46,1,0,16
424410.0,38300.0,2.0,89,21,2,0,10
71399.0,137000.0,2.0,24,4,1,2,16
523110.0,86000.0,2.0,24,36,0,2,16
541511.0,87069.0,2.0,109,24,3,0,16
541511.0,72675.0,2.0,57,33,1,0,16
334111.0,74000.0,2.0,37,46,3,2,26
541611.0,36317.0,2.0,116,4,2,3,9
541511.0,104000.0,2.0,57,33,3,2,16
611710.0,57000.0,2.0,24,36,3,2,16
622110.0,230000.0,2.0,105,38,0,0,16
339112.0,86900.0,2.0,57,20,2,2,16
541511.0,106018.0,2.0,57,10,3,2,16
541511.0,84885.0,2.0,57,33,1,2,16
23611.0,28184.0,2.0,85,5,0,0,3
541519.0,101100.0,2.0,57,33,2,0,16
541519.0,64397.0,2.0,116,17,1,0,11
524114.0,71302.0,2.0,57,45,2,2,16
452990.0,140000.0,2.0,138,9,1,2,7
334413.0,93745.6,2.0,26,4,2,2,16
334111.0,104915.0,2.0,57,4,3,2,16
611110.0,36000.0,2.0,133,3,0,0,16
611110.0,36000.0,2.0,133,3,0,0,17
454111.0,30160.0,2.0,66,4,0,2,16
541519.0,72675.0,2.0,57,33,1,0,16
523110.0,175000.0,2.0,116,36,2,2,16
541511.0,103459.0,2.0,57,9,3,0,16
524210.0,110000.0,2.0,85,36,1,0,16
561720.0,16474.0,2.0,26,43,0,0,28
611310.0,67000.0,2.0,116,10,0,2,16
722320.0,72779.0,2.0,57,33,3,2,28
23611.0,52270.0,2.0,18,33,2,3,9
521110.0,78000.0,2.0,26,8,0,2,16
424430.0,47507.0,2.0,53,36,3,2,2
521110.0,96000.0,2.0,57,8,1,2,16
33411.0,104000.0,2.0,18,4,3,2,26
424480.0,47715.0,2.0,116,36,1,2,16
332710.0,79000.0,2.0,63,20,0,2,16
611310.0,185000.0,2.0,26,10,0,2,16
541511.0,103459.0,2.0,57,9,3,2,16
54121.0,98000.0,2.0,115,33,3,2,26
447110.0,45430.0,2.0,57,15,3,0,9
541511.0,90000.0,2.0,57,46,0,2,16
541511.0,92768.0,2.0,57,33,1,2,16
33411.0,131518.0,2.0,57,4,3,2,16
541519.0,72675.0,2.0,57,33,1,0,26
541990.0,61610.0,2.0,66,4,3,0,10
51121.0,85600.0,2.0,131,51,0,2,16
54151.0,131000.0,2.0,26,4,1,2,16
334220.0,80336.0,2.0,24,4,1,2,16
423940.0,58282.0,2.0,57,36,1,2,26
541511.0,68000.0,2.0,57,33,1,2,35
812310.0,37045.0,2.0,116,10,3,2,7
721110.0,108805.0,2.0,57,21,3,2,16
541511.0,92768.0,2.0,57,33,1,2,16
481111.0,76731.0,2.0,57,3,1,2,16
511110.0,45427.0,2.0,116,10,1,2,11
3344.0,92331.0,2.0,26,4,1,2,16
541614.0,73000.0,2.0,57,9,2,2,16
334510.0,100008.0,2.0,24,24,3,2,16
541213.0,70554.0,2.0,57,46,3,2,16
611310.0,44610.0,2.0,126,40,0,2,16
541940.0,100000.0,2.0,138,52,0,2,16
541511.0,73000.0,2.0,57,33,1,2,16
236220.0,62733.0,2.0,133,48,2,2,10
541511.0,88504.0,2.0,57,4,2,2,16
238220.0,63565.0,2.0,35,33,1,0,9
52.0,91548.0,2.0,57,15,3,0,35
334510.0,81328.0,2.0,57,24,1,2,16
511110.0,45427.0,2.0,116,10,1,2,16
315211.0,73095.0,2.0,57,36,3,0,16
541511.0,70491.0,2.0,57,9,1,2,16
541511.0,82500.0,2.0,57,4,1,2,16
541990.0,42016.0,2.0,102,46,0,2,26
611110.0,42000.0,2.0,133,3,0,0,17
492210.0,105518.0,2.0,57,21,2,2,16
541519.0,71156.8,2.0,26,23,1,2,16
541511.0,115100.0,2.0,57,4,1,2,16
611110.0,33000.0,2.0,133,3,0,0,17
524298.0,68657.0,2.0,57,45,1,3,16
336120.0,101837.0,2.0,18,39,1,2,26
541519.0,117312.0,2.0,106,33,3,2,26
611110.0,41000.0,2.0,133,3,0,0,17
424430.0,47507.0,2.0,53,36,3,2,9
541511.0,109658.0,2.0,57,15,3,2,16
541511.0,89794.0,2.0,57,23,3,2,16
454111.0,61901.0,2.0,41,47,0,2,16
541511.0,100672.0,2.0,27,46,3,2,16
541511.0,117500.0,2.0,57,36,3,0,16
541110.0,250000.0,2.0,19,36,1,2,16
541511.0,67122.0,2.0,138,25,1,2,26
339113.0,88000.0,2.0,18,16,3,2,16
3221.0,142000.0,2.0,24,10,3,2,39
611310.0,60590.0,2.0,26,6,1,2,16
54151.0,74547.0,2.0,57,4,1,2,16
622.0,42245.0,2.0,102,10,0,2,16
541511.0,117500.0,2.0,57,36,3,0,16
518210.0,142100.0,2.0,26,33,3,2,16
3391.0,115000.0,2.0,57,4,3,2,16
334220.0,89419.0,2.0,57,4,1,2,16
54151.0,105000.0,2.0,57,4,1,3,16
541511.0,139797.0,2.0,57,46,3,0,16
54151.0,85000.0,2.0,57,4,0,2,16
541512.0,115253.0,2.0,57,33,3,2,16
336399.0,78000.0,2.0,116,1,2,2,7
541511.0,59280.0,2.0,57,23,1,2,16
424330.0,61859.0,2.0,3,4,0,0,16
541511.0,160285.0,2.0,57,4,3,2,16
7221.0,28475.0,2.0,129,7,3,2,3
522110.0,108534.0,2.0,57,29,3,2,16
3391.0,113651.0,2.0,57,4,3,2,16
541511.0,139797.0,2.0,57,46,3,0,16
425120.0,24107.0,2.0,27,9,0,2,16
541330.0,84906.0,2.0,118,29,3,3,16
541511.0,38605.0,2.0,57,9,0,2,10
541511.0,63170.0,2.0,57,40,1,2,16
5112.0,131518.0,2.0,57,4,3,2,16
23611.0,38293.0,2.0,116,4,0,2,3
541519.0,54579.0,2.0,57,4,0,2,16
611110.0,51438.0,2.0,133,4,0,2,16
541511.0,85000.0,2.0,57,21,2,2,16
541511.0,70000.0,2.0,57,46,0,2,16
611110.0,45864.0,2.0,133,4,0,2,16
541511.0,109658.0,2.0,57,15,3,2,16
541511.0,77522.0,2.0,57,15,1,0,16
3391.0,81892.05,2.0,57,4,1,2,16
33411.0,110032.0,2.0,57,4,3,2,16
541511.0,87000.0,2.0,57,36,1,0,16
315231.0,47362.0,2.0,116,4,2,0,3
541511.0,69000.0,2.0,57,36,0,0,16
541511.0,83554.0,2.0,57,4,1,2,26
541511.0,77522.0,2.0,57,15,1,0,16
561720.0,38251.0,2.0,37,48,2,0,3
523110.0,175000.0,2.0,57,36,1,2,16
814110.0,23005.0,2.0,103,15,2,2,24
541512.0,60424.0,2.0,133,36,1,2,16
523210.0,109658.0,2.0,24,15,3,2,16
541511.0,79206.0,2.0,57,23,2,2,16
51211.0,34528.0,2.0,133,33,1,2,16
541519.0,142000.0,2.0,57,4,2,2,28
541512.0,88171.0,2.0,57,33,1,3,16
611310.0,46070.0,2.0,133,46,0,2,16
541511.0,61464.0,2.0,57,15,1,0,16
561320.0,50.0,1.0,57,23,1,2,16
611110.0,48840.0,2.0,25,48,1,0,16
541511.0,69098.0,2.0,57,36,0,2,16
541512.0,164280.0,2.0,138,4,1,2,16
541511.0,96886.0,2.0,57,21,2,2,22
541512.0,75379.0,2.0,57,33,1,2,16
33411.0,58219.0,2.0,126,4,0,0,16
541511.0,92000.0,2.0,57,50,3,2,16
541519.0,98530.0,2.0,57,4,1,2,16
541511.0,131518.0,2.0,123,4,3,2,26
541511.0,79000.0,2.0,57,50,2,2,16
541511.0,92000.0,2.0,57,50,3,2,16
541511.0,92000.0,2.0,57,50,3,2,16
541511.0,65582.0,2.0,57,33,1,2,16
541519.0,97900.0,2.0,57,4,0,2,16
541511.0,75500.0,2.0,57,33,1,2,16
325998.0,47466.0,2.0,57,36,0,0,22
611110.0,35000.0,2.0,133,3,0,0,17
541219.0,85551.0,2.0,57,40,3,2,16
541511.0,100000.0,2.0,57,33,1,0,16
541511.0,117500.0,2.0,57,33,3,2,16
541511.0,78811.0,2.0,57,4,1,2,16
54151.0,75379.0,2.0,57,33,1,2,16
334119.0,115025.0,2.0,57,4,2,2,16
523110.0,110000.0,2.0,57,36,1,2,16
561720.0,16474.0,2.0,26,43,0,0,28
541511.0,81307.0,2.0,57,20,0,2,16
561720.0,16474.0,2.0,26,43,0,0,28
722110.0,48214.0,2.0,66,4,2,2,10
42.0,49046.0,2.0,26,4,0,2,16
541511.0,94494.0,2.0,57,8,2,2,16
541511.0,81307.0,2.0,57,20,0,2,16
541511.0,75067.0,2.0,57,4,1,2,26
622110.0,275000.0,2.0,58,3,1,2,16
812990.0,109658.0,2.0,57,15,3,2,16
561320.0,50.75,1.0,138,4,0,2,16
541511.0,72758.0,2.0,57,4,0,2,16
334119.0,98613.0,2.0,24,4,2,2,16
541512.0,87500.0,2.0,57,15,3,2,16
541511.0,98530.0,2.0,57,4,1,2,16
541512.0,116501.0,2.0,57,33,1,2,10
622110.0,725000.0,2.0,24,37,0,2,16
611310.0,62004.0,2.0,45,39,0,2,16
515120.0,66602.0,2.0,136,4,0,2,16
334220.0,98821.0,2.0,26,4,2,2,16
5415.0,97302.0,2.0,57,4,3,0,16
621111.0,350000.0,2.0,24,30,1,2,16
541511.0,96554.0,2.0,57,48,2,2,16
622110.0,80.0,1.0,3,40,0,0,16
541870.0,68661.0,2.0,57,33,0,2,16
541710.0,114254.0,2.0,42,33,1,2,16
624110.0,36670.0,2.0,116,21,0,2,16
454112.0,126218.5,2.0,57,4,2,2,35
541710.0,75000.0,2.0,57,33,1,2,16
71211.0,66830.0,2.0,138,4,2,0,16
541511.0,96554.0,2.0,57,48,2,2,16
424310.0,81000.0,2.0,116,4,3,0,11
334413.0,111738.0,2.0,57,46,1,2,16
541511.0,82500.0,2.0,57,4,1,2,16
561730.0,43222.0,2.0,93,1,3,2,16
541910.0,91000.0,2.0,57,6,2,2,16
523110.0,175000.0,2.0,57,36,3,3,16
541710.0,76877.0,2.0,30,21,0,2,28
335999.0,61776.0,2.0,57,24,3,2,16
611110.0,44407.0,2.0,85,46,1,2,16
611310.0,82000.0,2.0,24,4,0,2,39
541511.0,75026.0,2.0,57,4,1,2,26
33911.0,132371.0,2.0,116,46,3,0,16
5411.0,53331.0,2.0,103,20,2,0,10
611310.0,57429.0,2.0,116,48,1,2,11
81311.0,28288.0,2.0,36,33,0,2,37
611110.0,33384.0,2.0,118,4,3,2,24
523930.0,163134.0,2.0,79,36,3,2,16
325411.0,113000.0,2.0,57,29,2,2,16
541511.0,56500.0,2.0,57,33,0,2,16
54151.0,64000.0,2.0,57,23,1,0,16
523110.0,82971.0,2.0,26,6,1,2,16
334413.0,108576.0,2.0,5,46,1,2,16
424690.0,93059.0,2.0,57,48,2,2,16
611310.0,63472.0,2.0,66,39,2,2,16
54111.0,210000.0,2.0,106,4,0,2,16
236118.0,125944.0,2.0,103,36,2,2,10
334419.0,88000.0,2.0,26,4,0,0,16
541511.0,67205.0,2.0,57,16,1,2,16
5416.0,34.0,1.0,57,9,1,2,16
5416.0,34.0,1.0,57,9,1,2,16
5416.0,34.0,1.0,26,9,1,2,16
5416.0,30.0,1.0,57,9,1,2,16
541511.0,99000.0,2.0,57,48,1,0,16
812320.0,14.0,1.0,74,9,1,0,10
54151.0,95000.0,2.0,85,4,2,2,39
423830.0,80500.0,2.0,57,46,1,2,16
334419.0,78600.0,2.0,26,4,0,0,16
541910.0,91333.0,2.0,57,37,3,2,16
334419.0,91800.0,2.0,59,4,1,0,10
541511.0,30.0,1.0,57,40,2,0,16
541511.0,96658.0,2.0,57,33,3,2,16
541512.0,106018.0,2.0,138,10,3,0,16
541511.0,93700.0,2.0,57,4,3,2,16
541511.0,90550.0,2.0,57,46,1,2,16
541930.0,40000.0,2.0,126,3,2,3,28
541330.0,56243.2,2.0,57,25,0,2,16
813920.0,33654.0,2.0,142,9,0,3,16
722110.0,25000.0,2.0,89,5,3,0,10
326211.0,87818.0,2.0,3,9,3,0,16
541511.0,89024.0,2.0,57,33,2,2,16
541511.0,46218.0,2.0,63,36,0,2,16
561720.0,16474.0,2.0,26,43,0,0,28
511140.0,105000.0,2.0,57,23,3,0,16
541511.0,72000.0,2.0,57,46,0,0,16
541511.0,87422.0,2.0,57,40,3,2,16
541511.0,83000.0,2.0,57,48,1,0,16
561720.0,16474.0,2.0,26,43,0,0,28
541511.0,95000.0,2.0,57,46,0,3,16
72221.0,28475.0,2.0,26,7,3,2,28
334220.0,145455.0,2.0,5,46,3,2,26
541330.0,66352.0,2.0,57,46,1,2,16
44812.0,38064.0,2.0,116,4,0,0,16
5415.0,124894.0,2.0,36,39,3,2,16
339116.0,62338.0,2.0,116,20,3,0,7
334220.0,145455.0,2.0,42,46,3,2,26
811121.0,69763.0,2.0,72,46,0,2,10
541511.0,152880.0,2.0,57,40,3,2,16
71392.0,52562.0,2.0,18,34,0,2,16
313230.0,133850.0,2.0,138,20,1,2,16
541511.0,72000.0,2.0,118,46,0,2,16
454111.0,119364.0,2.0,57,4,3,2,16
54151.0,143582.0,2.0,24,4,3,3,16
722110.0,59509.0,2.0,35,36,2,3,9
517212.0,83621.0,2.0,26,10,2,2,26
523930.0,65478.0,2.0,57,24,1,2,16
621111.0,410000.0,2.0,57,30,1,2,16
31133.0,28475.0,2.0,35,36,2,2,9
541513.0,95200.0,2.0,57,18,3,2,16
611110.0,52374.0,2.0,133,46,1,2,16
541110.0,40310.0,2.0,85,9,3,2,3
621111.0,240240.0,2.0,129,30,0,2,16
541330.0,89523.0,2.0,57,17,3,2,16
541330.0,80000.0,2.0,57,4,2,2,16
621111.0,240240.0,2.0,57,30,0,0,16
484230.0,36629.0,2.0,116,4,0,2,7
541511.0,82035.0,2.0,57,4,0,0,16
6116.0,52437.0,2.0,26,4,1,0,16
541511.0,106000.0,2.0,57,20,3,2,16
423860.0,40227.0,2.0,58,4,1,2,16
336411.0,55500.0,2.0,97,4,0,2,16
334220.0,52000.0,2.0,85,4,1,2,9
541511.0,98530.0,2.0,57,4,1,0,16
541512.0,76835.0,2.0,57,4,1,2,16
621210.0,65104.0,2.0,116,4,1,2,28
541511.0,67850.0,2.0,57,33,1,2,16
621111.0,145000.0,2.0,57,23,0,2,16
7221.0,22110.0,2.0,35,6,0,2,9
445110.0,24752.0,2.0,35,36,2,2,9
541511.0,87422.0,2.0,57,40,3,2,16
621111.0,410000.0,2.0,81,30,1,2,16
523930.0,117800.0,2.0,57,36,3,2,16
561720.0,16474.0,2.0,26,43,0,0,28
541519.0,57000.0,2.0,57,3,1,2,16
561720.0,16474.0,2.0,26,43,0,0,28
622110.0,140000.0,2.0,97,9,0,2,16
333120.0,87876.0,2.0,57,15,3,0,16
